,customer_id,first_name,last_name,email,phone,address,registration_date,loyalty_status,Tier,order_id,order_date,order_amount,order_status,product_category
336,178,Michael,Long,julieproctor@example.com,+1 (450)-483-3650,"3591 Samantha Circle Suite 117, Bennettburgh, ME 70457",2024-04-26,Silver,2,00240607-c104-4303-aa19-a49b88e234b1,2024-06-02,431.1,Cancelled,Electronics
337,178,Michael,Long,julieproctor@example.com,+1 (450)-483-3650,"3591 Samantha Circle Suite 117, Bennettburgh, ME 70457",2024-04-26,Silver,2,8adec3e0-59fb-4b08-9dfb-59a47b1b7594,2024-02-18,126.09,Cancelled,Books
338,179,Tracey,Smith,karen86@example.net,+1 (533)-618-4101,"083 Graham Mall Apt. 598, New Johnberg, MT 47638",2023-07-04,Gold,1,81f62e81-958d-4177-896e-558080fa05b6,2023-05-28,179.06,Completed,Clothing
339,179,Tracey,Smith,karen86@example.net,+1 (533)-618-4101,"083 Graham Mall Apt. 598, New Johnberg, MT 47638",2023-07-04,Gold,1,6126f9d8-4ed1-4c99-bf62-4b3635c80095,2024-06-21,287.61,Pending,Books
340,179,Tracey,Smith,karen86@example.net,+1 (533)-618-4101,"083 Graham Mall Apt. 598, New Johnberg, MT 47638",2023-07-04,Gold,1,db6378e1-ec76-4e47-99f9-29ec7b92e5a3,2024-08-10,426.61,Pending,Home & Garden
341,181,Dana,Howard,williamwalsh@example.org,+1 (969)-963-6070,"303 Spencer Extensions, Angelton, MD 12555",2024-02-27,Bronze,3,1dd1a832-d7f5-4cf2-b1c3-1a1ebe9fe08c,2023-11-23,311.28,Cancelled,Home & Garden
342,181,Dana,Howard,williamwalsh@example.org,+1 (969)-963-6070,"303 Spencer Extensions, Angelton, MD 12555",2024-02-27,Bronze,3,8a8f918c-2982-438e-ab0f-9109fb335a77,2024-10-09,309.21,Completed,Clothing
343,182,Donald,Thomas,changjulie@example.org,+1 (323)-413-1638,"789 Fisher Lodge, West Laurenmouth, MH 00530",2024-10-31,Silver,2,a224ff00-0c99-47e4-b451-a91139d7abeb,2023-12-17,492.12,Cancelled,Books
344,183,Jacob,Garcia,olsenamy@example.com,+1 (573)-124-2099,"USCGC Schwartz, FPO AP 74066",2024-04-27,Gold,1,d002aafd-67c3-43ec-85bc-313831b3f52c,2023-10-02,155.15,Completed,Books
345,184,Katherine,Howe,fryneil@example.org,+1 (239)-624-3402,"47920 Griffin Island Suite 341, East William, DE 22861",2025-03-13,Gold,1,d1e038a1-67d2-48cf-bcd1-af44017ac9a8,2024-03-27,121.95,Completed,Toys
346,185,Mikayla,Morrison,wyattwallace@example.org,+1 (215)-457-4460,"8701 Fisher Village, North Marychester, WA 30554",2023-08-10,Bronze,3,8882bf75-3bb1-46bc-90e9-447511ecabf5,2023-04-03,302.19,Cancelled,Clothing
347,185,Mikayla,Morrison,wyattwallace@example.org,+1 (215)-457-4460,"8701 Fisher Village, North Marychester, WA 30554",2023-08-10,Bronze,3,a9841a05-7097-4498-88d6-79a0dfb7e2fe,2023-07-11,835.24,Pending,Toys
348,186,Amanda,Salazar,annahowell@example.com,+1 (695)-808-4490,"2696 Laura Walk Apt. 575, Port Natalie, MA 35406",2024-11-26,Silver,2,13fcb0a5-ce5b-4ff6-9026-7300d1a79a49,2023-01-28,668.56,Pending,Clothing
349,187,Larry,Beck,imartin@example.com,+1 (822)-698-8697,"601 Virginia Dam Suite 249, Nelsonshire, MP 33749",2024-06-09,Bronze,3,9e6810b9-12d7-4d5e-9045-29eb2806305d,2024-10-24,414.82,Pending,Home & Garden
350,187,Larry,Beck,imartin@example.com,+1 (822)-698-8697,"601 Virginia Dam Suite 249, Nelsonshire, MP 33749",2024-06-09,Bronze,3,15c034f6-d2e9-4f40-8b0a-d9fdde513d4a,2024-11-13,304.77,Pending,Home & Garden
351,190,Joshua,Williams,anthony13@example.com,+1 (279)-859-7524,"042 Huff Roads Apt. 613, Lake Tiffany, NV 20878",2023-12-12,Silver,2,f807a2c9-8cb4-44ea-96dc-8638d323ef38,2023-04-20,319.72,Cancelled,Home & Garden
352,191,Ryan,Henderson,lisa16@example.com,+1 (192)-815-5725,"7779 April Rue Apt. 159, Christopherbury, GA 20951",2025-04-09,Silver,2,ec09b557-2514-4c1d-9fd2-911e0a2f261a,2023-06-24,299.95,Pending,Toys
353,192,Jeffrey,Holland,sheila53@example.com,+1 (228)-965-7372,"69465 Tiffany Harbor Suite 409, Port Brian, WV 63970",2024-10-28,Silver,2,571b8928-a0b8-4493-a3fe-5d4239dce9ec,2024-12-19,513.86,Cancelled,Clothing
354,192,Jeffrey,Holland,sheila53@example.com,+1 (228)-965-7372,"69465 Tiffany Harbor Suite 409, Port Brian, WV 63970",2024-10-28,Silver,2,5892d13b-f6af-4654-b3db-f0b45a0a3fea,2023-11-06,484.92,Pending,Clothing
355,192,Jeffrey,Holland,sheila53@example.com,+1 (228)-965-7372,"69465 Tiffany Harbor Suite 409, Port Brian, WV 63970",2024-10-28,Silver,2,4a46f347-c99d-4f2d-8ae2-b506c67b0208,2024-01-03,798.8,Completed,Clothing
356,193,Lauren,Lowe,warrenmegan@example.net,+1 (797)-801-1489,"970 Heather Squares, East Paige, IN 87694",2024-03-02,Gold,1,796a2981-fa14-4852-8353-824aaf7c7dac,2024-07-08,727.03,Completed,Home & Garden
357,193,Lauren,Lowe,warrenmegan@example.net,+1 (797)-801-1489,"970 Heather Squares, East Paige, IN 87694",2024-03-02,Gold,1,523298fe-c2c4-48b5-a159-abf16de61513,2024-08-20,811.46,Completed,Electronics
358,193,Lauren,Lowe,warrenmegan@example.net,+1 (797)-801-1489,"970 Heather Squares, East Paige, IN 87694",2024-03-02,Gold,1,b4e34610-1957-4d84-8e9c-9b381086d24a,2023-12-25,742.48,Pending,Clothing
359,193,Lauren,Lowe,warrenmegan@example.net,+1 (797)-801-1489,"970 Heather Squares, East Paige, IN 87694",2024-03-02,Gold,1,3c995944-c138-4a83-91f9-fc475355d351,2024-11-12,623.49,Pending,Electronics
360,194,Stanley,Miller,rkeller@example.com,+1 (380)-351-5325,"44758 Monica Corner Apt. 469, Lake Elizabeth, HI 39251",2023-11-17,Gold,1,cb76ee7d-6194-4c1c-9d1d-d03e1034474a,2023-06-06,937.78,Cancelled,Clothing
361,194,Stanley,Miller,rkeller@example.com,+1 (380)-351-5325,"44758 Monica Corner Apt. 469, Lake Elizabeth, HI 39251",2023-11-17,Gold,1,dc0d73ee-455c-47ae-8ff5-af8849de87b3,2024-10-12,831.06,Completed,Home & Garden
362,194,Stanley,Miller,rkeller@example.com,+1 (380)-351-5325,"44758 Monica Corner Apt. 469, Lake Elizabeth, HI 39251",2023-11-17,Gold,1,05647a97-3601-4abf-8558-11214f7c069f,2023-12-20,477.73,Cancelled,Toys
363,195,Stephanie,Ruiz,frederickandrew@example.org,+1 (690)-521-9720,"082 Pratt Stravenue Suite 923, Donaldhaven, AR 98162",2023-12-31,Silver,2,32051ec5-aabd-4085-b7d8-f80d477d3aad,2023-01-23,886.69,Pending,Home & Garden
364,195,Stephanie,Ruiz,frederickandrew@example.org,+1 (690)-521-9720,"082 Pratt Stravenue Suite 923, Donaldhaven, AR 98162",2023-12-31,Silver,2,1abd126f-912f-4aca-ab66-c9a0bf854871,2024-08-19,508.08,Completed,Electronics
365,196,Lauren,Kline,kallen@example.org,+1 (719)-187-6658,"2606 Linda Spur Apt. 350, Davidmouth, SD 56801",2024-07-10,Bronze,3,4082c73f-7580-4532-a90c-b44119c5962c,2024-09-09,725.17,Pending,Home & Garden
366,196,Lauren,Kline,kallen@example.org,+1 (719)-187-6658,"2606 Linda Spur Apt. 350, Davidmouth, SD 56801",2024-07-10,Bronze,3,e15b0094-bda8-4b8c-b0d6-13345539df90,2024-06-20,916.17,Pending,Clothing
367,197,Kevin,Evans,jerry88@example.com,+1 (795)-670-4056,"1082 Anthony Tunnel, Lindaborough, MS 89741",2024-08-05,Silver,2,247f2af1-ed76-4b20-af76-7549f5a91f7a,2023-10-12,697.48,Completed,Books
368,198,Gregory,Leon,jameslee@example.org,+1 (302)-970-1181,"5762 Parker Freeway Apt. 905, Port Kennethberg, AK 37786",2025-01-01,Bronze,3,42626695-1060-4cc3-b73e-fa527794de4a,2023-07-10,417.35,Completed,Electronics
369,198,Gregory,Leon,jameslee@example.org,+1 (302)-970-1181,"5762 Parker Freeway Apt. 905, Port Kennethberg, AK 37786",2025-01-01,Bronze,3,397765a9-c9b3-43bd-ac91-d68719d03ed7,2023-01-26,292.45,Cancelled,Clothing
370,198,Gregory,Leon,jameslee@example.org,+1 (302)-970-1181,"5762 Parker Freeway Apt. 905, Port Kennethberg, AK 37786",2025-01-01,Bronze,3,ab0849d0-1b53-419b-8f92-c65b38b24340,2023-11-01,566.59,Pending,Books
371,199,Mary,Hays,xthompson@example.net,+1 (600)-578-1116,"631 Christina Crescent Apt. 866, Walterside, DC 89763",2025-05-08,Silver,2,d5db1bf0-d62a-44e1-bd0a-c57e2e954afd,2023-10-08,476.66,Completed,Electronics
372,200,Sarah,Brown,thomasjohnston@example.com,+1 (923)-646-2805,"6903 Monica Cove Suite 303, Jasonhaven, PR 14478",2024-07-25,Silver,2,8bd6ac73-ab0b-460e-9f25-ecaff0c109d8,2024-10-20,682.63,Completed,Books
373,201,Christine,Waller,melissa65@example.com,+1 (373)-142-6168,"048 Jacqueline Gardens Apt. 811, Dianabury, AS 65883",2025-02-22,Silver,2,bc420ae2-6c12-462c-9113-adf8eb3038b0,2023-09-09,729.95,Completed,Books
374,201,Christine,Waller,melissa65@example.com,+1 (373)-142-6168,"048 Jacqueline Gardens Apt. 811, Dianabury, AS 65883",2025-02-22,Silver,2,bd52f5dd-e893-4671-951e-7b80d1a8878a,2023-03-28,517.83,Pending,Books
375,203,Richard,Shaffer,emalone@example.org,+1 (708)-903-6361,"5278 Carson Avenue, South James, MS 40916",2023-10-05,Silver,2,52bab458-1e9e-4b1b-8ee0-1a808eaf7716,2024-01-23,509.2,Cancelled,Home & Garden
376,203,Richard,Shaffer,emalone@example.org,+1 (708)-903-6361,"5278 Carson Avenue, South James, MS 40916",2023-10-05,Silver,2,8099f592-70a6-4a86-9df9-13270f315ab0,2024-10-20,54.56,Pending,Books
377,204,Michael,Norris,whitesarah@example.com,+1 (544)-463-4160,"93358 Griffith Coves, Huffland, PR 52951",2023-10-06,Silver,2,ab377a34-961a-4ca4-a188-d21e675a7669,2023-01-30,763.47,Pending,Toys
378,204,Michael,Norris,whitesarah@example.com,+1 (544)-463-4160,"93358 Griffith Coves, Huffland, PR 52951",2023-10-06,Silver,2,8b8ff23a-2905-41b0-bfad-0210d3d4d84b,2023-10-25,145.08,Cancelled,Clothing
379,205,Timothy,Ball,clarkrobert@example.org,+1 (189)-283-7779,"23501 Barbara Row Suite 231, Lake Allison, MO 60905",2024-10-25,Bronze,3,103ea660-66e9-4b41-a56d-86457e693b41,2024-02-18,928.86,Cancelled,Toys
380,205,Timothy,Ball,clarkrobert@example.org,+1 (189)-283-7779,"23501 Barbara Row Suite 231, Lake Allison, MO 60905",2024-10-25,Bronze,3,f948d187-08bd-4944-9f41-41c59d9507e1,2023-10-28,297.25,Cancelled,Clothing
381,206,Christopher,Sanchez,jasmine14@example.com,+1 (821)-834-5849,"43879 White Pike, Loriland, NJ 35550",2025-01-20,Gold,1,0487218f-5e76-4f47-a9b4-d6ee4d0d075d,2023-07-12,381.78,Cancelled,Books
382,206,Christopher,Sanchez,jasmine14@example.com,+1 (821)-834-5849,"43879 White Pike, Loriland, NJ 35550",2025-01-20,Gold,1,b9f6db8f-76dc-4f79-9472-c59e6b23203c,2023-06-27,668.16,Completed,Toys
383,207,Michelle,Burns,julie84@example.com,+1 (414)-321-9798,"10711 Sabrina Cliff Apt. 457, Roblesland, PR 19578",2024-01-08,Silver,2,541ac789-2483-46c2-b2fd-0b40245149d8,2024-03-14,195.93,Pending,Books
384,207,Michelle,Burns,julie84@example.com,+1 (414)-321-9798,"10711 Sabrina Cliff Apt. 457, Roblesland, PR 19578",2024-01-08,Silver,2,01932cea-db5d-4a54-87dd-920da0d34b9d,2024-10-30,250.06,Pending,Toys
385,208,Michael,Robinson,zjackson@example.net,+1 (478)-505-1871,"167 Reed Fall Suite 928, Port Arthurtown, NM 18018",2024-03-21,Bronze,3,889f352b-2bc4-421c-93c3-ed13b9dcc739,2023-06-27,32.13,Pending,Clothing
386,209,Benjamin,Choi,eric60@example.net,+1 (629)-422-3251,"07147 Carla Tunnel Suite 550, South Wendy, MN 56146",2024-11-21,Silver,2,f69ec414-7db7-4598-b24d-cdb4649efc0e,2023-06-15,676.24,Cancelled,Home & Garden
387,210,Steven,Little,stevenlittle@gmail.com,+1 (459)-401-2577,"98653 Patel Brook Suite 801, North Pamela, VA 64279",2024-11-09,Gold,1,8c92de02-1840-4856-b996-525f969fd384,2023-04-30,286.27,Cancelled,Electronics
388,210,Steven,Little,stevenlittle@gmail.com,+1 (459)-401-2577,"98653 Patel Brook Suite 801, North Pamela, VA 64279",2024-11-09,Gold,1,ba600b03-b4ce-4e58-b7e0-d37aee31620b,2024-07-13,16.56,Cancelled,Toys
389,210,Steven,Little,stevenlittle@gmail.com,+1 (459)-401-2577,"98653 Patel Brook Suite 801, North Pamela, VA 64279",2024-11-09,Gold,1,f0fc461d-a90e-4a7d-b192-b208a28a85a6,2024-02-27,909.47,Cancelled,Home & Garden
390,211,Larry,Miller,shannon34@example.org,+1 (186)-645-4657,"000 Cox River Apt. 756, Levineburgh, FM 77498",2024-04-18,Silver,2,a6b8a204-9b1c-4cb4-b272-9a419952d408,2023-12-05,765.75,Completed,Books
391,211,Larry,Miller,shannon34@example.org,+1 (186)-645-4657,"000 Cox River Apt. 756, Levineburgh, FM 77498",2024-04-18,Silver,2,a9784d8b-9694-4a6a-b301-b84f32505fea,2024-07-02,91.46,Cancelled,Clothing
392,212,Andrea,Harris,lucas50@example.net,+1 (586)-158-1353,"04344 Mary Point, Robertland, NY 04590",2025-04-23,Silver,2,ec68108c-1114-404a-a7f3-cdf030e652ff,2023-02-07,311.87,Cancelled,Electronics
393,213,Robert,Flowers,patrickpowell@example.net,+1 (802)-503-1930,"1574 Edward Skyway, Smithbury, AR 01018",2024-10-31,Gold,1,a8e43afe-a4bf-4f48-b6ed-c3d18a4493dc,2024-11-28,379.65,Completed,Clothing
394,214,James,Richardson,lisathomas@example.org,+1 (890)-138-3152,"147 Flynn Brook Suite 487, Ericksonmouth, RI 44875",2023-08-30,Bronze,3,dcd83084-15bc-401d-9f43-31f0bea0d63f,2024-06-12,942.37,Pending,Home & Garden
395,214,James,Richardson,lisathomas@example.org,+1 (890)-138-3152,"147 Flynn Brook Suite 487, Ericksonmouth, RI 44875",2023-08-30,Bronze,3,5616b288-642e-4cca-b444-957cd9da47fc,2023-07-27,938.98,Pending,Home & Garden
396,214,James,Richardson,lisathomas@example.org,+1 (890)-138-3152,"147 Flynn Brook Suite 487, Ericksonmouth, RI 44875",2023-08-30,Bronze,3,910d27c3-af94-4124-8811-7902ea306b11,2024-10-23,161.46,Completed,Home & Garden
397,215,David,Baker,andersonscott@example.com,+1 (441)-602-9809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",2024-06-21,Bronze,3,adaa59b2-f098-4274-b222-5199a66c8834,2024-01-03,240.7,Cancelled,Home & Garden
398,215,David,Baker,andersonscott@example.com,+1 (441)-602-9809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",2024-06-21,Bronze,3,2dc20df3-22a4-48b4-b479-9934f0473639,2024-09-23,944.76,Pending,Home & Garden
399,215,David,Baker,andersonscott@example.com,+1 (441)-602-9809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",2024-06-21,Bronze,3,8bcf3085-7e82-4de0-91da-fc601b90e6db,2024-05-09,684.61,Completed,Books
400,215,David,Baker,andersonscott@example.com,+1 (441)-602-9809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",2024-06-21,Bronze,3,5620f2b9-fc34-4d84-b7fc-733535279278,2024-02-12,19.11,Pending,Home & Garden
401,215,David,Baker,andersonscott@example.com,+1 (441)-602-9809,"5386 Park Valleys Suite 887, Johnsonhaven, GA 79098",2024-06-21,Bronze,3,44646af6-160b-424f-9248-254792014a34,2023-04-20,685.22,Pending,Home & Garden
402,216,Jonathan,Mcintyre,baileyjames@example.org,+1 (459)-529-8428,"Unit 6819 Box 5672, DPO AE 26000",2025-01-26,Gold,1,031a23fb-de0a-492d-a36e-96b59ee0fa49,2024-06-28,39.17,Pending,Toys
403,216,Jonathan,Mcintyre,baileyjames@example.org,+1 (459)-529-8428,"Unit 6819 Box 5672, DPO AE 26000",2025-01-26,Gold,1,1f871e62-483a-4a15-b87d-bf407267571b,2023-11-08,250.01,Cancelled,Books
404,216,Jonathan,Mcintyre,baileyjames@example.org,+1 (459)-529-8428,"Unit 6819 Box 5672, DPO AE 26000",2025-01-26,Gold,1,29a51602-bc01-4a43-9890-47e73d6b690a,2024-08-05,702.29,Pending,Books
405,217,Laura,Hernandez,bclark@example.com,+1 (704)-568-4133,"41669 Alison Keys, Alexanderstad, OK 01044",2024-09-22,Silver,2,0f80744d-2360-4950-93d4-9784a169b8ae,2023-11-29,404.5,Pending,Toys
406,218,Sharon,Reynolds,kempjustin@example.org,+1 (823)-500-6328,"23627 Brown Hills Apt. 797, Washingtonberg, CA 57523",2024-05-01,Silver,2,943fe5a9-b753-4630-aa4b-aa4dab89f391,2024-07-04,750.83,Pending,Clothing
407,218,Sharon,Reynolds,kempjustin@example.org,+1 (823)-500-6328,"23627 Brown Hills Apt. 797, Washingtonberg, CA 57523",2024-05-01,Silver,2,e02377d9-0e91-41bc-9f9f-bc455dfcc524,2024-12-30,340.3,Cancelled,Toys
408,219,Elizabeth,Sullivan,alexandracastro@example.org,+1 (800)-939-1079,"67548 Sharp Burg, West Jimmymouth, VT 18884",2024-11-29,Gold,1,f1c90ae0-3a4d-458c-8236-2a25452d155e,2024-07-04,889.98,Cancelled,Toys
409,220,Edward,Foster,ann04@example.com,+1 (806)-665-8408,"1682 Kerry Plains, North Luis, TN 68172",2024-07-26,Silver,2,c201950b-ff89-4c32-b9a3-d52c271256b8,2023-09-05,437.22,Completed,Electronics
410,220,Edward,Foster,ann04@example.com,+1 (806)-665-8408,"1682 Kerry Plains, North Luis, TN 68172",2024-07-26,Silver,2,3e465499-08d1-4c52-8613-76fe28836918,2023-04-11,227.55,Pending,Home & Garden
411,221,Mackenzie,Boyd,swilliams@example.net,+1 (460)-931-8207,"1684 Wade Flats, Moodyview, VT 38011",2024-03-04,Bronze,3,f5b03ea5-f0e3-4032-be1a-d54618922a45,2023-09-14,805.54,Pending,Books
412,221,Mackenzie,Boyd,swilliams@example.net,+1 (460)-931-8207,"1684 Wade Flats, Moodyview, VT 38011",2024-03-04,Bronze,3,190b4b48-4605-41a2-bb39-ddf49a57412c,2023-01-17,641.17,Pending,Books
413,221,Mackenzie,Boyd,swilliams@example.net,+1 (460)-931-8207,"1684 Wade Flats, Moodyview, VT 38011",2024-03-04,Bronze,3,f9bb9e86-60b5-451e-b89c-9b2f592645e2,2024-09-15,827.63,Pending,Electronics
414,222,Michelle,Anderson,krystal28@example.com,+1 (186)-179-2724,"97628 Devin Junction, Dawsonview, HI 82368",2024-08-08,Bronze,3,03b0aeac-b264-4cdc-badb-5319f956f846,2024-02-21,322.46,Completed,Home & Garden
415,223,Tanner,Thomas,megan11@example.net,+1 (814)-547-4495,"32317 Jennifer Ferry Suite 618, Jessemouth, AK 23666",2024-06-05,Silver,2,44dda525-62ac-436b-b649-3b58b0ae7751,2023-12-23,846.5,Completed,Home & Garden
416,225,Justin,Patterson,zmcdonald@example.org,+1 (285)-649-5333,"281 Terry Ports Suite 790, Kimberlymouth, NC 70991",2024-07-16,Silver,2,edc066c8-60ad-4137-8443-59d334cb782e,2023-09-29,193.3,Pending,Toys
417,226,Ryan,Thompson,ryanthompson@gmail.com,+1 (515)-700-1163,"62857 Anne Trafficway Suite 294, New Anthony, MP 17429",2025-03-28,Gold,1,24060c8d-71c6-4ded-82ae-7d2cbac78086,2024-10-22,102.97,Pending,Clothing
418,227,Eric,Reynolds,nbrown@example.com,+1 (677)-782-1388,"9084 Zachary Meadows, West Dale, WV 54027",2023-09-23,Gold,1,809d20a6-d431-4b8e-a2e0-ed6a4717aa12,2023-01-16,316.6,Pending,Home & Garden
419,227,Eric,Reynolds,nbrown@example.com,+1 (677)-782-1388,"9084 Zachary Meadows, West Dale, WV 54027",2023-09-23,Gold,1,ce3e8fb5-602d-4c30-9e88-76a857c54916,2024-09-03,958.99,Cancelled,Books
420,227,Eric,Reynolds,nbrown@example.com,+1 (677)-782-1388,"9084 Zachary Meadows, West Dale, WV 54027",2023-09-23,Gold,1,84da5f79-cdbf-46fb-ad28-7174c313a4a5,2023-07-27,972.49,Completed,Toys
421,228,Alexis,Gardner,navarromark@example.com,+1 (636)-324-3350,"3317 Steven Orchard Apt. 963, East Jamesland, GA 19265",2023-12-08,Gold,1,47f1554e-ad4c-4f7d-9d3c-9e5bbbc819d3,2023-09-09,527.41,Completed,Books
422,228,Alexis,Gardner,navarromark@example.com,+1 (636)-324-3350,"3317 Steven Orchard Apt. 963, East Jamesland, GA 19265",2023-12-08,Gold,1,4eb781c7-f896-4b4e-ac25-7697fe104869,2024-09-04,217.32,Completed,Home & Garden
423,229,Wendy,Anderson,spencerkristina@example.com,+1 (868)-986-9717,"9098 Doris Course Apt. 339, Morrisshire, DC 26972",2025-03-23,Gold,1,a0e626cd-96ad-4362-966b-644320856bbd,2024-12-27,422.4,Completed,Electronics
424,230,Tyler,Velazquez,kathrynharris@example.net,+1 (503)-255-9423,"61344 Jennifer Unions Suite 031, Eriktown, NM 32136",2024-09-29,Gold,1,60ad1707-98eb-4943-9ab8-88cb6ae0fad4,2024-03-26,624.18,Cancelled,Books
425,230,Tyler,Velazquez,kathrynharris@example.net,+1 (503)-255-9423,"61344 Jennifer Unions Suite 031, Eriktown, NM 32136",2024-09-29,Gold,1,70bd7a8e-54e8-4a80-97c4-f2b2766a6584,2024-06-17,204.64,Completed,Clothing
426,230,Tyler,Velazquez,kathrynharris@example.net,+1 (503)-255-9423,"61344 Jennifer Unions Suite 031, Eriktown, NM 32136",2024-09-29,Gold,1,b325a0c6-279c-4220-9002-8990eee25955,2024-05-29,831.62,Cancelled,Home & Garden
427,230,Tyler,Velazquez,kathrynharris@example.net,+1 (503)-255-9423,"61344 Jennifer Unions Suite 031, Eriktown, NM 32136",2024-09-29,Gold,1,d0b5c3ca-ff17-400a-8251-58c982463395,2023-04-17,789.59,Cancelled,Clothing
428,232,Jennifer,Payne,andrewforbes@example.com,+1 (444)-688-8852,"012 Zachary Mission Apt. 205, Murphyhaven, PR 22085",2024-05-31,Silver,2,4310100b-ac59-4cb7-8142-c67ce6e78042,2024-06-27,469.28,Completed,Books
429,232,Jennifer,Payne,andrewforbes@example.com,+1 (444)-688-8852,"012 Zachary Mission Apt. 205, Murphyhaven, PR 22085",2024-05-31,Silver,2,b3da759e-913c-46b7-87bb-94d3cae19be1,2024-11-10,493.74,Pending,Home & Garden
430,232,Jennifer,Payne,andrewforbes@example.com,+1 (444)-688-8852,"012 Zachary Mission Apt. 205, Murphyhaven, PR 22085",2024-05-31,Silver,2,2b1ba4d2-8b01-45a6-ad9b-651b527da15d,2024-08-31,648.19,Completed,Electronics
431,233,Brad,Clark,vhensley@example.com,+1 (912)-160-1765,"6055 Carroll Dale Apt. 948, Mathewschester, NH 82899",2024-07-02,Gold,1,3bc3ad57-7a30-4359-a43c-a55e44634709,2023-10-21,398.55,Pending,Toys
432,234,Andrew,Miranda,gatesdonna@example.org,+1 (699)-305-8776,"4104 Tracy River, Sandraborough, WV 09864",2023-08-07,Silver,2,8e7f4408-ce84-4531-ab13-28bf29d5172b,2024-06-24,164.6,Pending,Clothing
433,234,Andrew,Miranda,gatesdonna@example.org,+1 (699)-305-8776,"4104 Tracy River, Sandraborough, WV 09864",2023-08-07,Silver,2,a4039c86-9949-4151-9471-daee75a56b27,2023-11-07,305.44,Pending,Home & Garden
434,234,Andrew,Miranda,gatesdonna@example.org,+1 (699)-305-8776,"4104 Tracy River, Sandraborough, WV 09864",2023-08-07,Silver,2,91509304-672c-4f98-b178-31df844e9437,2024-09-18,513.02,Completed,Clothing
435,235,Jennifer,Arellano,khernandez@example.com,+1 (967)-331-1376,"675 Snow Port Suite 686, Gonzalezshire, NV 15874",2023-11-08,Gold,1,4d49a168-706f-42e3-9699-23547771c168,2023-10-08,972.69,Completed,Home & Garden
436,235,Jennifer,Arellano,khernandez@example.com,+1 (967)-331-1376,"675 Snow Port Suite 686, Gonzalezshire, NV 15874",2023-11-08,Gold,1,67c3dab1-d731-4276-b31e-7ad6f79ad962,2023-03-24,577.46,Pending,Toys
437,235,Jennifer,Arellano,khernandez@example.com,+1 (967)-331-1376,"675 Snow Port Suite 686, Gonzalezshire, NV 15874",2023-11-08,Gold,1,a239b33d-dcf9-440b-ac6f-be6ccebbd54e,2023-04-07,884.89,Completed,Home & Garden
438,236,Melissa,Bryan,mooredanielle@example.net,+1 (914)-783-5675,"6245 Timothy Village Apt. 972, New Steven, RI 47937",2025-02-18,Silver,2,8b306a7e-f543-487e-9906-35661d106c1e,2024-12-05,263.64,Completed,Books
439,240,Jocelyn,Brandt,jocelynbrandt@gmail.com,+1 (905)-587-4118,"50829 Case Pine, Christopherside, ND 87541",2023-08-14,Gold,1,44dc8dd1-70a8-4d8d-8b1e-76aa3919fbe8,2024-01-17,13.1,Pending,Home & Garden
440,240,Jocelyn,Brandt,jocelynbrandt@gmail.com,+1 (905)-587-4118,"50829 Case Pine, Christopherside, ND 87541",2023-08-14,Gold,1,f103e94e-bc15-4200-a609-aed34fc16203,2024-06-19,962.89,Pending,Electronics
441,240,Jocelyn,Brandt,jocelynbrandt@gmail.com,+1 (905)-587-4118,"50829 Case Pine, Christopherside, ND 87541",2023-08-14,Gold,1,95fb20bb-b071-4d3c-bc70-4087c0a783e8,2023-09-01,384.79,Cancelled,Toys
442,241,Miguel,Pitts,patriciaelliott@example.org,+1 (216)-116-5690,"1462 Emily Road, East Blakeport, DC 03297",2023-11-18,Silver,2,8214bf72-39a9-4e18-a2a4-7530c65c3b8d,2024-11-07,866.1,Cancelled,Toys
443,241,Miguel,Pitts,patriciaelliott@example.org,+1 (216)-116-5690,"1462 Emily Road, East Blakeport, DC 03297",2023-11-18,Silver,2,64bad9e9-9c37-4230-b3a2-57f9de491a02,2024-10-20,36.06,Pending,Home & Garden
444,241,Miguel,Pitts,patriciaelliott@example.org,+1 (216)-116-5690,"1462 Emily Road, East Blakeport, DC 03297",2023-11-18,Silver,2,5e79efb1-af9a-4f4b-8202-2e9c67dec3a7,2023-02-23,759.76,Cancelled,Toys
445,241,Miguel,Pitts,patriciaelliott@example.org,+1 (216)-116-5690,"1462 Emily Road, East Blakeport, DC 03297",2023-11-18,Silver,2,c393f87a-860f-47c5-b0b1-f6fc2ebc876f,2024-03-19,846.4,Pending,Books
446,242,Whitney,Peterson,lisa34@example.net,+1 (238)-121-4102,"6261 John Drive, Pattonberg, NV 71007",2025-04-17,Silver,2,e2d739a8-9c63-4c85-85e9-1b2344304dea,2024-08-31,379.31,Cancelled,Electronics
447,242,Whitney,Peterson,lisa34@example.net,+1 (238)-121-4102,"6261 John Drive, Pattonberg, NV 71007",2025-04-17,Silver,2,b08901cc-81e9-4c6c-bb6d-01f160065682,2024-09-11,107.33,Pending,Electronics
448,243,Nancy,Rubio,ehendricks@example.org,+1 (244)-520-3860,"8943 John Fall Apt. 944, West Tanner, UT 22368",2024-09-29,Bronze,3,7bffccb4-6814-4cf0-9427-e7d20d5e89a3,2023-01-06,45.54,Pending,Books
